speciesID,taxonomicOrder,alphaCode,commonName,scientificName,femaleMass_min_g,femaleMass_max_g,maleMass_min_g,maleMass_max_g,femaleWingChord_min_mm,femaleWingChord_max_mm,maleWingChord_min_mm,maleWingChord_max_mm,femaleTailLength_min_mm,femaleTailLength_max_mm,maleTailLength_min_mm,maleTailLength_max_mm,bandSize
3760,511,SNOW,Snowy Owl,Bubo scandiacus,1900,3000,1500,2550,409,453,378,415,213,248,191,227,"8A, 8, 9"
3770,512,NHOW,Northern Hawk Owl,Surnia ulula,295,385,255,345,221,246,217,244,169,194,166,191,"7A, 7B"
3780,516,BUOW,Burrowing Owl,Athene cunicularia,140,200,130,180,151,171,155,174,62,85,66,87,4
3790,513,NOPO,Northern Pygmy-Owl,Glaucidium gnoma,60,85,49,74,88,105,82,101,63,78,57,63,"3, 3B, 3A, 4"
3800,514,FEPO,Ferruginous Pygmy-Owl,Glaucidium brasilianum,63,89,48,74,88,106,85,103,56,70,54,67,"3B, 3A, 3"
3810,515,ELOW,Elf Owl,Micrathene whitneyi,34,50,34,50,102,114,102,113,42,52,41,49,"2, 2A"
3811,631,NAPA,Nanday Parakeet,Aratinga nenday,115,145,115,145,168,177,174,185,144,170,156,183,"4, 3A"
3812,635,HPKT,Hispaniolan Parakeet,Psittacara chloropterus,0,0,0,0,0,0,0,0,0,0,0,0,"3A, 3B"
3813,633,OFPA,Orange-fronted Parakeet,Eupsittula canicularis,0,0,0,0,0,0,0,0,0,0,0,0,"3A, 3B"
3814,634,BTPA,Brown-throated Parakeet,Eupsittula pertinax,0,0,0,0,0,0,0,0,0,0,0,0,"3, 2"
3815,629,BCLO,Blue-crowned Lorikeet,Vini australis,0,0,0,0,0,0,0,0,0,0,0,0,"2, 3"
3816,632,GREP,Green Parakeet,Psittacara holochlorus,218,346,218,346,159,171,163,175,107,130,112,135,"3B, 3, 3A"
3817,636,MIPA,Mitred Parakeet,Psittacara mitratus,220,275,220,275,185,206,188,210,160,195,165,200,"3A, 3B"
3818,639,WWPA,White-winged Parakeet,Brotogeris versicolurus,49,65,55,71,110,123,115,128,77,97,78,98,"2, 3"
3819,640,YCPA,Yellow-chevroned Parakeet,Brotogeris chiriri,47,65,52,71,109,121,114,126,86,110,88,112,"2, 3"
3821,637,TBPA,Thick-billed Parrot,Rhynchopsitta pachyrhyncha,315,365,290,335,254,268,260,274,166,185,172,190,"4A, 4"
3822,645,RRPA,Rose-ringed Parakeet,Psittacula krameri,95,140,110,155,163,173,169,182,187,254,195,265,"3, 2, 3A"
3823,646,RFLO,Rosy-faced Lovebird,Agapornis roseicollis,45,60,45,60,99,111,100,113,44,52,44,53,"1B, 1A"
3824,630,MOPA,Monk Parakeet,Myiopsitta monachus,95,130,95,130,144,157,147,160,124,146,125,147,4
3825,638,RMPA,Red-masked Parakeet,Psittacara erythrogenys,0,0,0,0,0,0,0,0,0,0,0,0,4A
3826,643,RCPA,Red-crowned Parrot,Amazona viridigenalis,280,335,280,335,192,208,199,214,99,113,103,117,"4A, 4"
3827,641,HPRT,Hispaniolan Parrot,Amazona ventralis,0,0,0,0,0,0,0,0,0,0,0,0,6
3828,642,PRPA,Puerto Rican Parrot,Amazona vittata,0,0,0,0,0,0,0,0,0,0,0,0,"4A, 4"
3829,644,OWAM,Orange-winged Amazon,Amazona amazonica,0,0,0,0,0,0,0,0,0,0,0,0,"4A, 4"
3830,501,SBAN,Smooth-billed Ani,Crotophaga ani,79,108,105,131,141,156,142,161,161,199,166,201,"3A, 4"
3840,502,GBAN,Groove-billed Ani,Crotophaga sulcirostris,68,89,76,95,125,141,130,156,159,186,160,197,"3A, 3B, 3"
3850,500,GRRO,Greater Roadrunner,Geococcyx californianus,250,420,280,460,162,195,164,196,260,305,268,316,5
3851,498,PRLC,Puerto Rican Lizard-Cuckoo,Coccyzus vieilloti,0,0,0,0,0,0,0,0,0,0,0,0,"3B, 3, 3A"
3860,496,MACU,Mangrove Cuckoo,Coccyzus minor,50,80,50,80,128,145,127,142,151,174,148,170,"2, 3, 3B"
3870,494,YBCU,Yellow-billed Cuckoo,Coccyzus americanus,40,80,40,80,136,157,131,150,131,166,129,157,"2, 3"
3871,495,WYBC,Western Yellow-billed Cuckoo,Coccyzus americanus,40,80,40,80,136,157,131,150,131,166,129,157,"2, 3"
3880,497,BBCU,Black-billed Cuckoo,Coccyzus erythropthalmus,35,65,35,65,125,143,123,140,146,167,142,161,"2, 3"
3890,578,ELTR,Elegant Trogon,Trogon elegans,62,83,57,78,127,142,131,140,165,186,154,177,"3, 2, 1D"
3891,579,EAQU,Eared Quetzal,Euptilotis neoxenus,100,140,100,140,183,200,187,205,185,197,189,201,2
3900,586,BEKI,Belted Kingfisher,Megaceryle alcyon,130,170,127,158,149,171,145,169,85,101,82,97,"3A, 3B, 3"
3901,585,RIKI,Ringed Kingfisher,Megaceryle torquata,270,370,270,370,185,211,183,210,112,132,110,129,4
3910,587,GKIN,Green Kingfisher,Chloroceryle americana,30,53,30,53,79,90,77,88,55,63,55,62,"1D, 1A, 2"
3912,581,PRTO,Puerto Rican Tody,Todus mexicanus,0,0,0,0,0,0,0,0,0,0,0,0,"X, 0A, 0"
3920,617,IBWO,Ivory-billed Woodpecker,Campephilus principalis,0,0,0,0,0,0,0,0,0,0,0,0,4
3930,605,HAWO,Hairy Woodpecker,Dryobates villosus,53,70,60,78,107,130,110,132,59,83,60,84,"1D, 2, 1A"
3940,604,DOWO,Downy Woodpecker,Dryobates pubescens,19,35,19,35,86,115,85,114,54,70,53,70,1B
3950,607,RCWO,Red-cockaded Woodpecker,Dryobates borealis,36,50,36,50,111,123,110,124,67,79,69,81,1A
3960,602,LBWO,Ladder-backed Woodpecker,Dryobates scalaris,25,39,25,39,91,104,91,105,53,66,54,69,"1A, 1B"
3970,603,NUWO,Nuttall's Woodpecker,Dryobates nuttallii,30,45,30,45,94,104,92,102,59,67,61,68,"1A, 1B"
3980,606,ARWO,Arizona Woodpecker,Dryobates arizonae,49,63,53,68,107,117,109,119,59,68,61,70,1A
3990,608,WHWO,White-headed Woodpecker,Picoides albolarvatus,48,67,52,71,118,129,119,130,76,90,76,89,"1D, 2, 1A"
4000,610,BBWO,Black-backed Woodpecker,Picoides arcticus,55,78,62,85,123,133,125,134,73,85,74,85,2
4010,609,ATTW,American Three-toed Woodpecker,Picoides dorsalis,43,68,49,75,108,125,111,130,69,82,70,81,2
4020,597,YBSA,Yellow-bellied Sapsucker,Sphyrapicus varius,38,52,41,55,111,130,110,128,62,76,64,77,"1B, 1A"
4021,598,RNSA,Red-naped Sapsucker,Sphyrapicus nuchalis,40,51,43,54,118,132,117,131,68,80,70,83,"1A, 1B"
4023,600,HYSA,Hybrid Sapsucker,,38,55,41,55,111,133,110,132,62,84,64,85,"1A, 1B"
4030,599,RBSA,Red-breasted Sapsucker,Sphyrapicus ruber,41,55,41,55,115,133,114,132,70,84,71,85,"1A, 1B, 1D"
4040,596,WISA,Williamson's Sapsucker,Sphyrapicus thyroideus,39,53,42,56,126,141,124,140,74,89,74,89,1A
4050,616,PIWO,Pileated Woodpecker,Dryocopus pileatus,220,290,245,325,200,246,210,256,138,180,144,188,"4, 3A"
4060,590,RHWO,Red-headed Woodpecker,Melanerpes erythrocephalus,55,88,55,88,124,148,125,150,63,83,64,85,"2, 1D, 2A"
4070,591,ACWO,Acorn Woodpecker,Melanerpes formicivorus,60,89,63,93,131,152,132,153,63,86,64,86,"2, 1D, 2A"
4071,589,PRWO,Puerto Rican Woodpecker,Melanerpes portoricensis,0,0,0,0,0,0,0,0,0,0,0,0,"2, 1D, 2A"
4080,588,LEWO,Lewis's Woodpecker,Melanerpes lewis,80,113,88,122,153,175,159,180,86,104,88,106,"3, 2"
4090,594,RBWO,Red-bellied Woodpecker,Melanerpes carolinus,54,77,62,85,118,134,122,139,68,84,70,85,2
4092,595,WIWO,West Indian Woodpecker,Melanerpes superciliaris,0,0,0,0,0,0,0,0,0,0,0,0,"3, 2A, 2"
4100,593,GFWO,Golden-fronted Woodpecker,Melanerpes aurifrons,64,83,71,92,120,131,124,136,72,83,74,85,2
4110,592,GIWO,Gila Woodpecker,Melanerpes uropygialis,54,71,61,78,118,132,123,138,74,88,77,93,"2, 3, 2A"
4120,611,YSFL,Yellow-shafted Flicker,Colaptes auratus auratus,116,158,116,158,141,167,140,165,90,110,91,111,"3, 3B"
4123,612,FLIN,Flicker Intergrade,Colaptes auratus,116,158,116,158,140,176,138,174,90,118,91,119,"3, 3B"
4130,613,RSFL,Red-shafted Flicker,Colaptes auratus cafer,116,158,116,158,156,176,155,174,101,118,102,119,"3, 3B"
4140,615,GIFL,Gilded Flicker,Colaptes chrysoides,99,127,99,127,141,154,140,153,86,100,86,101,3
4160,533,CWWI,Chuck-will's-widow,Antrostomus carolinensis,95,140,95,140,185,204,195,215,128,144,134,151,3
4161,534,BCNI,Buff-collared Nightjar,Antrostomus ridgwayi,40,59,40,59,146,162,147,164,110,121,112,125,2
4170,535,EWPW,Eastern Whip-poor-will,Antrostomus vociferus,42,62,42,62,149,164,150,165,108,124,109,126,"1D, 2, 1A"
4171,537,PRNI,Puerto Rican Nightjar,Antrostomus noctitherus,0,0,0,0,0,0,0,0,0,0,0,0,"1D, 1A, 2"
4172,536,MWPW,Mexican Whip-poor-will,Antrostomus arizonae,46,66,46,66,155,171,160,177,110,129,114,135,"1D, 1A, 2"
4180,532,COPO,Common Poorwill,Phalaenoptilus nuttallii,37,59,37,59,136,148,140,152,79,93,82,96,"1A, 1D, 2"
4190,531,COPA,Common Pauraque,Nyctidromus albicollis,47,80,47,80,165,181,173,188,128,160,147,180,"2, 1D"
4200,529,CONI,Common Nighthawk,Chordeiles minor,47,79,52,86,173,205,176,209,93,119,95,120,"1D, 2, 1A"
4201,530,ANNI,Antillean Nighthawk,Chordeiles gundlachii,50,76,50,76,160,185,158,183,90,103,89,103,"2, 1A, 1D"
4210,528,LENI,Lesser Nighthawk,Chordeiles acutipennis,37,59,42,65,168,189,173,196,97,112,102,118,"1D, 1A, 2"
4220,538,BLSW,Black Swift,Cypseloides niger,37,54,37,54,152,172,154,175,45,57,49,66,"1A, 1B"
4230,539,CHSW,Chimney Swift,Chaetura pelagica,17.3,29,17.3,29,121,134,120,132,40,48,40,47,"1B, 1"
4231,541,STSW,Short-tailed Swift,Chaetura brachyura,15,22,15,22,0,0,0,0,0,0,0,0,"1B, 1, 1C"
4240,540,VASW,Vaux's Swift,Chaetura vauxi,14.1,21.4,14.1,21.4,105,115,107,118,33,40,32,39,1
4250,545,WTSW,White-throated Swift,Aeronautes saxatalis,26,39,26,39,129,148,130,149,50,65,49,64,2
4260,552,RIHU,Rivoli's Hummingbird,Eugenes fulgens,6,8.2,6.6,8.9,66.1,72.1,69.8,77.5,37.4,43.9,43.5,51.1,X
4261,553,PCST,Plain-capped Starthroat,Heliomaster constantii,6,9,6,9,0,0,0,0,0,0,0,0,X
4270,554,BTMG,Blue-throated Mountain-gem,Lampornis clemenciae,6.1,7.3,7.7,9,67.1,74.1,71.9,78.5,40.4,45.5,43.5,51.1,X
4271,546,MEVI,Mexican Violetear,Colibri thalassinus,0,0,0,0,0,0,0,0,0,0,0,0,X
4280,557,RTHU,Ruby-throated Hummingbird,Archilochus colubris,2.9,4.3,2.6,4.1,42.4,47.4,37.1,44.2,23.7,28.9,22.8,31,X
4290,558,BCHU,Black-chinned Hummingbird,Archilochus alexandri,3.1,4.6,2.5,4,43.5,49,40,45.3,24.6,28.3,22.4,28.3,X
4300,560,COHU,Costa's Hummingbird,Calypte costae,2.6,3.7,2.6,3.7,41.5,46.9,42.9,48.3,21.3,25.3,20.9,24.7,X
4310,559,ANHU,Anna's Hummingbird,Calypte anna,3,5.2,3.4,5.7,46.2,51.4,46.3,51.5,24.9,29.3,25.2,33.9,X
4320,562,BTHU,Broad-tailed Hummingbird,Selasphorus platycercus,3.1,4.2,2.9,4,47.4,52.1,46.3,51,26.8,32.6,25.7,35.4,X
4330,563,RUHU,Rufous Hummingbird,Selasphorus rufus,2.9,4.1,2.7,3.8,42.6,46.6,38.1,42.5,23.9,28.3,22.5,29.5,X
4340,564,ALHU,Allen's Hummingbird,Selasphorus sasin,2.8,4.3,3,4.3,39.5,45.4,36.2,40.5,21.9,27.4,22.3,26.6,X
4350,561,BUHU,Bumblebee Hummingbird,Selasphorus heloisa,2,3,2,3,0,0,0,0,0,0,0,0,X
4360,568,CAHU,Calliope Hummingbird,Selasphorus calliope,2.3,3.3,2.2,3.1,40.1,45,37.2,42.3,19.7,23.3,17.9,22.1,X
4361,550,JAMA,Jamaican Mango,Anthracothorax mango,0,0,0,0,0,0,0,0,0,0,0,0,X
4362,549,GRMA,Green Mango,Anthracothorax viridis,6,7,6,7,0,0,0,0,0,0,0,0,X
4363,551,GTCA,Green-throated Carib,Eulampis holosericeus,0,0,0,0,0,0,0,0,0,0,0,0,X
4364,571,ACHU,Antillean Crested Hummingbird,Orthorhyncus cristatus,2,3,2,3,0,0,0,0,0,0,0,0,X
4366,547,GREM,Green-breasted Mango,Anthracothorax prevostii,6,7,6,7,0,0,0,0,0,0,0,0,X
4370,556,LUHU,Lucifer Hummingbird,Calothorax lucifer,2.9,3.7,2.9,3.7,39.1,43.9,36.3,41.1,21.7,26.9,27.9,31.3,X
4371,555,BAWO,Bahama Woodstar,Nesophlox evelynae,0,0,0,0,0,0,0,0,0,0,0,0,X
4380,573,RUFH,Rufous-tailed Hummingbird,Amazilia tzacatl,0,0,0,0,0,0,0,0,0,0,0,0,X
4381,572,BEHU,Berylline Hummingbird,Saucerottia beryllina,3.7,5.1,4.2,5.6,49.4,55.6,50.8,57.7,26.3,31.5,27.5,32.6,X
4390,574,BUFH,Buff-bellied Hummingbird,Amazilia yucatanensis,3.2,4.5,3.5,5,51.6,55.6,52.8,58.9,29.9,35.1,32,37.6,X
4391,575,VCHU,Violet-crowned Hummingbird,Ramosomyia violiceps,4.5,5.7,5,6.4,51.6,58,51.9,58.3,27.4,33.1,28.1,33.9,X
4401,577,WEHU,White-eared Hummingbird,Basilinna leucotis,2.7,3.7,3.1,4.2,50.6,55.1,51.6,57.9,29,32.5,31,36.1,X
4402,569,PREM,Puerto Rican Emerald,Chlorostilbon maugaeus,0,0,0,0,0,0,0,0,0,0,0,0,X
4408,566,HYHU,Hybrid Hummingbird,,2.3,8.2,2.2,9,39.1,74.1,36.2,78.5,19.7,45.5,17.9,51.1,X
4409,567,UNHU,Unidentified Hummingbird,,2.3,8.2,2.2,9,39.1,74.1,36.2,78.5,19.7,45.5,17.9,51.1,X
4410,570,BBLH,Broad-billed Hummingbird,Cynanthus latirostris,2.6,3.8,2.6,3.8,46.8,52,47.9,53.6,27.9,32.8,27,31.8,X
4411,703,RTBE,Rose-throated Becard,Pachyramphus aglaiae,23,36,23,36,83,98,84,99,63,73,64,75,"1B, 1A, 1"
4420,702,FTFL,Fork-tailed Flycatcher,Tyrannus savana,24,40,24,40,98,113,104,120,110,205,150,290,"1A, 1B, 1"
4430,701,STFL,Scissor-tailed Flycatcher,Tyrannus forficatus,32,48,32,48,105,120,110,129,100,182,125,265,1A
4440,698,EAKI,Eastern Kingbird,Tyrannus tyrannus,33,49,33,49,106,120,112,127,74,89,76,91,1B
4450,699,GRAK,Gray Kingbird,Tyrannus dominicensis,36,51,36,51,107,119,113,125,80,93,86,99,"1A, 1D, 1B"
4451,696,TBKI,Thick-billed Kingbird,Tyrannus crassirostris,51,61,51,61,118,129,124,135,90,101,94,105,1A
4452,700,LOKI,Loggerhead Kingbird,Tyrannus caudifasciatus,0,0,0,0,85,103,92,105,0,0,0,0,"1A, 1B"
4460,693,TRKI,Tropical Kingbird,Tyrannus melancholicus,32,44,32,44,104,114,107,118,84,97,90,105,"1A, 1B, 1D"
4461,694,COKI,Couch's Kingbird,Tyrannus couchii,41,53,41,53,111,118,114,127,90,102,95,108,"1A, 1B"
4470,697,WEKI,Western Kingbird,Tyrannus verticalis,34,46,34,46,112,124,117,130,81,94,87,98,"1A, 1B"
4480,695,CAKI,Cassin's Kingbird,Tyrannus vociferans,35,52,35,52,114,128,121,135,84,93,88,99,1A
4490,691,GKIS,Great Kiskadee,Pitangus sulphuratus,62,86,62,86,115,125,118,129,82,97,86,101,"2, 1D"
4510,692,SBFL,Sulphur-bellied Flycatcher,Myiodynastes luteiventris,38,52,38,52,106,115,110,119,77,82,78,89,"1B, 1A"
4520,685,GCFL,Great Crested Flycatcher,Myiarchus crinitus,26,40,26,40,91,102,94,105,81,90,86,95,"1A, 1B"
4530,686,BCFL,Brown-crested Flycatcher,Myiarchus tyrannulus,31,52,31,52,92,105,97,111,82,100,87,107,1A
4531,684,NUFL,Nutting's Flycatcher,Myiarchus nuttingi,0,0,0,0,0,0,0,0,0,0,0,0,1B
4540,683,ATFL,Ash-throated Flycatcher,Myiarchus cinerascens,20,33,20,33,89,98,94,104,81,92,86,97,"1B, 1A, 1"
4550,682,DCFL,Dusky-capped Flycatcher,Myiarchus tuberculifer,15.4,20.2,15.4,20.2,72,88,76,90,68,83,70,87,"1B, 1, 1C"
4551,687,LSFL,La Sagra's Flycatcher,Myiarchus sagrae,0,0,0,0,0,0,0,0,0,0,0,0,"1, 1B, 1C"
4552,689,PRFL,Puerto Rican Flycatcher,Myiarchus antillarum,0,0,0,0,0,0,0,0,0,0,0,0,"1B, 1A, 1"
4553,688,STOF,Stolid Flycatcher,Myiarchus stolidus,0,0,0,0,0,0,0,0,0,0,0,0,1B
4554,690,LESF,Lesser Antillean Flycatcher,Myiarchus oberi,0,0,0,0,0,0,0,0,0,0,0,0,1B
4560,678,EAPH,Eastern Phoebe,Sayornis phoebe,16,22,16,22,76,88,79,91,63,75,67,78,"0, 1C, 1"
4570,679,SAPH,Say's Phoebe,Sayornis saya,16,21,19,24,93,104,98,109,74,86,77,88,"1, 1C"
4580,677,BLPH,Black Phoebe,Sayornis nigricans,17,22,17,22,79,90,84,95,69,83,72,87,"1, 1C"
4590,654,OSFL,Olive-sided Flycatcher,Contopus cooperi,27,40,27,40,96,109,102,114,61,75,64,79,"1B, 1, 1C"
4600,655,GRPE,Greater Pewee,Contopus pertinax,21,34,21,34,95,111,101,114,75,86,82,92,"1B, 1"
4610,657,EAWP,Eastern Wood-Pewee,Contopus virens,11.7,16.2,11.7,16.2,72,84,75,88,55,69,61,71,"0A, 0, 1C, 1"
4620,656,WEWP,Western Wood-Pewee,Contopus sordidulus,11.2,15.5,11.7,15.5,74,88,78,92,55,69,61,73,"0A, 0, 1C, 1"
4621,658,CUPE,Cuban Pewee,Contopus caribaeus,0,0,0,0,0,0,0,0,0,0,0,0,"0, 0A, 1"
4622,661,LAPE,Lesser Antillean Pewee,Contopus latirostris,0,0,0,0,0,0,0,0,0,0,0,0,"0, 0A, 1C"
4623,659,JAPE,Jamaican Pewee,Contopus pallidus,0,0,0,0,0,0,0,0,0,0,0,0,"0, 1C, 1"
4624,660,HIPE,Hispaniolan Pewee,Contopus hispaniolensis,0,0,0,0,0,0,0,0,0,0,0,0,"0, 1C, 1"
4630,662,YBFL,Yellow-bellied Flycatcher,Empidonax flaviventris,9,12.7,9,12.7,60,69,63,73,46,53,48,55,"0A, 0"
4640,674,COFL,Cordilleran Flycatcher,,9.8,12.5,9.8,12.5,62,71,65,75,54,62,57,65,"0A, 0"
4641,672,PSFL,Pacific-slope Flycatcher,,9.4,12.1,9.4,12.1,59,68,61,70,51,61,54,63,"0A, 0"
4649,673,WEFL,Western Flycatcher,Empidonax difficilis,9.8,12.5,9.8,12.5,59,68,61,70,51,61,51,65,"0A, 0"
4650,663,ACFL,Acadian Flycatcher,Empidonax virescens,10.9,14.8,10.9,14.8,65,75,69,80,50,59,52,62,"0A, 0"
4660,666,WIFL,Willow Flycatcher,Empidonax traillii,11,16.4,11,16.4,61,71,64,74,48,58,50,60,"0A, 0"
4661,664,ALFL,Alder Flycatcher,Empidonax alnorum,10.7,16.1,10.7,16.1,66,74,68,77,50,58,52,61,"0A, 0"
4664,667,SWFL,Southwestern Willow Flycatcher,Empidonax traillii extimus,11,16.4,11,16.4,61,69,64,72,49,58,51,60,"0, 0A"
4669,665,TRFL,Traill's Flycatcher,,10.7,16.4,10.7,16.4,61,74,64,77,48,58,50,61,"0A, 0"
4670,668,LEFL,Least Flycatcher,Empidonax minimus,8.9,12.1,8.9,12.1,56,63,60,67,49,56,51,59,"0A, 0"
4679,676,UNEM,Unidentified Empidonax,,6.6,16.4,6.6,16.4,55,75,57,80,43,48,44,68,"0A, 0"
4680,669,HAFL,Hammond's Flycatcher,Empidonax hammondii,8.5,12.3,8.5,12.3,62,72,65,75,52,59,55,62,"0A, 0"
4690,671,DUFL,Dusky Flycatcher,Empidonax oberholseri,9.7,12.9,9.7,12.9,60,70,62,73,57,64,59,68,"0A, 0"
4691,670,GRFL,Gray Flycatcher,Empidonax wrightii,9.6,14.5,9.6,14.5,63,74,66,77,55,63,57,66,"0A, 0"
4700,675,BBFL,Buff-breasted Flycatcher,Empidonax fulvifrons,6.6,9.2,6.6,9.2,55,61,57,64,43,48,44,50,"0A, 0"
4710,680,VEFL,Vermilion Flycatcher,Pyrocephalus rubinus,11.5,16.6,11.5,16.6,73,82,76,85,55,63,56,65,"0, 0A, 1C, 1"
4711,649,GREL,Greenish Elaenia,Myiopagis viridicata,0,0,0,0,0,0,0,0,0,0,0,0,"0A, 0"
4720,647,NBTY,Northern Beardless-Tyrannulet,Camptostoma imberbe,5.8,9.5,6.3,10,46,57,50,59,33,46,37,49,"0A, 0"
4721,650,CAEL,Caribbean Elaenia,Elaenia martinica,18,28,18,28,0,0,0,0,0,0,0,0,"1, 1C, 0, 1B"
4730,762,EUSK,Eurasian Skylark,Alauda arvensis,30,44,33,49,99,115,108,124,58,65,62,71,1B
4740,763,HOLA,Horned Lark,Eremophila alpestris,22,40,22,40,84,107,91,116,54,71,61,77,1B
4741,764,SHLA,Streaked Horned Lark,Eremophila alpestris strigata,22,40,22,40,84,107,91,116,54,71,61,77,1B
4750,747,BBMA,Black-billed Magpie,Pica hudsonia,141,192,167,223,183,207,193,216,231,283,245,302,"4, 3A, 3B"
4760,748,YBMA,Yellow-billed Magpie,Pica nuttalli,129,160,158,189,173,187,180,197,215,253,223,268,3A
4770,739,BLJA,Blue Jay,Cyanocitta cristata,68,107,68,107,117,142,120,146,108,136,112,142,"2, 3, 2A"
4780,738,STJA,Steller's Jay,Cyanocitta stelleri,104,128,111,139,130,159,134,163,122,153,131,160,"3, 2, 3B"
4790,740,FLSJ,Florida Scrub-Jay,Aphelocoma coerulescens,64,83,69,88,102,118,105,122,123,145,128,152,"3, 2, 2A"
4810,743,UWSJ,Unspecified Western Scrub-Jay,,67,94,72,101,109,130,114,136,116,143,124,152,"3, 2, 2A"
4811,742,ISSJ,Island Scrub-Jay,Aphelocoma insularis,100,132,113,145,126,137,131,143,138,153,144,163,"3, 3B"
4812,744,WOSJ,Woodhouse's Scrub-Jay,Aphelocoma woodhouseii,67,94,74,101,117,130,123,136,123,143,132,152,"3, 2, 2A"
4813,741,CASJ,California Scrub-Jay,Aphelocoma californica,67,91,72,97,109,129,114,134,116,143,124,151,"3, 2, 2A"
4820,745,MEJA,Mexican Jay,Aphelocoma wollweberi,88,139,93,147,139,169,143,174,117,151,123,157,"3A, 3B"
4830,736,GRJA,Green Jay,Cyanocorax yncas,65,90,65,90,107,118,110,122,117,133,118,136,"2, 2A, 3"
4832,735,BRJA,Brown Jay,Psilorhinus morio,182,207,198,222,196,214,202,219,194,215,200,220,"4A, 4, 3A"
4840,734,CAJA,Canada Jay,Perisoreus canadensis,60,71,67,79,130,157,133,159,120,150,123,154,"3, 2, 2A"
4860,758,CORA,Common Raven,Corvus corax,640,1260,740,1370,383,465,386,480,206,249,209,262,"7A, 6, 7"
4870,757,CHRA,Chihuahuan Raven,Corvus cryptoleucus,465,555,510,600,321,367,332,380,179,205,185,214,"5, 5A"
4871,752,WNCR,White-necked Crow,Corvus leucognaphalus,0,0,0,0,0,0,0,0,0,0,0,0,"5, 6"
4880,750,AMCR,American Crow,Corvus brachyrhynchos,330,520,380,570,244,330,255,341,127,186,140,199,"5, 5A"
4890,751,NOCR,Northwestern Crow,Corvus brachyrhynchos caurinus,315,421,380,486,244,289,255,302,127,160,140,167,"4A, 4"
4891,754,TACR,Tamaulipas Crow,Corvus imparatus,0,0,0,0,0,0,0,0,0,0,0,0,4
4892,756,HCRO,Hawaiian Crow,Corvus hawaiiensis,0,0,0,0,0,0,0,0,0,0,0,0,6
4900,755,FICR,Fish Crow,Corvus ossifragus,225,305,260,340,254,288,262,310,137,160,147,175,"4A, 4"
4910,746,CLNU,Clark's Nutcracker,Nucifraga columbiana,118,140,130,154,173,196,180,202,108,122,112,126,"3, 3B, 3A"
4920,737,PIJA,Pinyon Jay,Gymnorhinus cyanocephalus,85,113,94,122,136,154,142,161,98,116,102,119,"3, 2, 2A"
4930,895,EUST,European Starling,Sturnus vulgaris,68,86,72,91,113,131,116,135,58,65,60,68,"2, 3, 2A"
4931,896,CRMY,Crested Myna,Acridotheres cristatellus,92,140,92,140,0,0,0,0,0,0,0,0,"3, 2"
4932,899,COMY,Common Myna,Acridotheres tristis,105,124,112,131,128,136,134,143,70,78,71,80,"3A, 3B, 3"
4933,897,JAMY,Javan Myna,Acridotheres javanicus,0,0,0,0,0,0,0,0,0,0,0,0,"1A, 2, 1D"
4934,900,HIMY,Hill Myna,Gracula religiosa,161,229,161,229,0,0,0,0,0,0,0,0,3
4935,898,JUMY,Jungle Myna,Acridotheres fuscus,0,0,0,0,0,0,0,0,0,0,0,0,"3B, 3"
4940,1108,BOBO,Bobolink,Dolichonyx oryzivorus,22,42,29,54,82,93,91,105,55,64,63,75,"M: 1A, 1B"
4950,1126,BHCO,Brown-headed Cowbird,Molothrus ater,27,42,38,54,85,103,96,115,57,73,63,79,"M: 1A, 1D, 2, 1B"
4960,1125,BROC,Bronzed Cowbird,Molothrus aeneus,42,65,57,79,97,109,105,120,64,77,75,89,"M: 2, 1D"
4961,1124,SHCO,Shiny Cowbird,Molothrus bonariensis,29,35,34,41,82,90,92,101,61,70,71,79,"2, 1D, 1A"
4970,1117,YHBL,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,42,57,72,103,105,125,126,150,72,90,90,112,"M: 2, 3, 1D"
4980,1109,RWBL,Red-winged Blackbird,Agelaius phoeniceus,28,51,48,79,88,109,110,132,64,86,82,104,"M: 2, 1D"
5000,1110,TRBL,Tricolored Blackbird,Agelaius tricolor,35,51,57,74,96,110,114,127,71,80,83,94,"2, 2A, 1D"
5001,1111,TSBL,Tawny-shouldered Blackbird,Agelaius humeralis,0,0,0,0,0,0,0,0,0,0,0,0,"1B, 1A"
5002,1112,YSBL,Yellow-shouldered Blackbird,Agelaius xanthomus,0,0,0,0,0,0,0,0,0,0,0,0,2
5010,1113,EAME,Eastern Meadowlark,Sturnella magna,68,90,84,104,99,110,110,128,62,73,69,85,M: 3
5011,1114,WEME,Western Meadowlark,Sturnella neglecta,76,100,93,113,105,116,117,134,60,72,71,83,M: 3
5030,1142,AUOR,Audubon's Oriole,Icterus graduacauda,39,53,43,57,90,100,95,105,89,101,96,109,2
5031,1141,ALOR,Altamira Oriole,Icterus gularis,53,67,56,70,101,113,106,119,93,104,98,110,3
5032,1140,SPOO,Spot-breasted Oriole,Icterus pectoralis,36,52,36,52,99,110,100,111,96,108,97,109,2
5040,1144,SCOR,Scott's Oriole,Icterus parisorum,30,40,30,40,91,101,96,107,77,89,81,94,1A
5041,1131,BVOR,Black-vented Oriole,Icterus wagleri,36,50,36,50,0,0,0,0,0,0,0,0,2
5042,1132,BCOR,Black-cowled Oriole,Icterus prosthemelas,0,0,0,0,0,0,0,0,0,0,0,0,"1A, 1D, 2"
