Year,StateProvince,City,PlotName,Latitude_dec,Longitude_dec,Date,CaptureTime_2400,SpeciesCode,BanderID,ScribeID,BandSize,BandNumberIn,FlagColorIn,FlagCodeIn,ULIn,LLIn,URIn,LRIn,BandNumberOut,FlagColorOut,FlagCodeOut,ULOut,LLOut,UROut,LROut,TagType1,TagStatus1,TagID1,TagType2,TagStatus2,TagID2,BBLDisposition,BBLStatus,BBLCondition,Age,HowAged,FieldSex,CHDSex,HowSexed,CulmenLength_mm,CulmenDepth_mm,CulmenWidth_mm,NaresTip_mm,TotalHead_mm,Tarsus_mm,Wing_mm,P10_mm,P10Exposed_mm,FatScore,Mass_g,CaptureMethod,NestID,BroodID,ChickAgeType,EstHatchDate,ChickAge_d,Feather,FeatherType1,FeatherType2,Blood,BloodFilter,BloodIsotope,Fecal,Notes
2023,Alaska,Nome,37 MI,64.85502,-166.07948,7/2/2023,12:12,REKN,ZMPohlen,KHunt,2,123233637,,,,,,X,123233637,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,17.8,5.6,4.2,14.6,44.3,30.4,,15.8,2.7,,43.8,HA,J01,1CX,Known,6/24/2023,8,N,,,N,,,Y,Fecal: 1209
2023,Alaska,Nome,37 MI,64.8534,-166.0863,6/26/2023,11:18,REKN,ZMPohlen,KHunt,2,,,,,,,,123233638,,,,,,X,,,,,,,1,318,7,L,NF,U,,NA,12,4,3.3,9.4,32.1,27,,0.4,0,,15.1,HA,T02,1MT,Known,6/26/2023,0,Y,down,,Y,Y,,,
2023,Alaska,Nome,37 MI,64.85156,-166.08131,6/29/2023,16:15,REKN,ZMPohlen,KHunt,2,123233638,,,,,,X,123233638,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,14,4.8,3.9,11.1,36.9,27.5,,4.3,0,,20.8,HA,T02,1MT,Known,6/26/2023,3,N,,,N,,,Y,Fecal: 1185
2023,Alaska,Nome,37 MI,64.85284,-166.08928,7/2/2023,14:19,REKN,ZMPohlen,KHunt,2,123233638,,,,,,X,123233638,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,15.6,5.7,4,13.4,42.2,30.4,,13.8,0.9,,38.8,HA,T02,1MT,Known,6/26/2023,6,N,,,N,,,Y,Fecal: 1210
2023,Alaska,Nome,37 MI,64.8534,-166.0863,6/26/2023,11:18,REKN,ZMPohlen,KHunt,2,,,,,,,,123233639,,,,,,X,,,,,,,1,318,7,L,NF,U,,NA,12.9,4,3.2,9.6,32.5,25.9,,0.4,0,,14.6,HA,T02,1MT,Known,6/26/2023,0,Y,down,,Y,Y,,,
2023,Alaska,Nome,37 MI,64.85156,-166.08131,6/29/2023,16:15,REKN,ZMPohlen,KHunt,2,123233639,,,,,,X,123233639,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,14.6,4.8,4,11.9,36.4,27.4,,6.1,0,,20.6,HA,T02,1MT,Known,6/26/2023,3,N,,,N,,,Y,Fecal: 1186
2023,Alaska,Nome,37 MI,64.85284,-166.08928,7/2/2023,11:40,REKN,ZMPohlen,KHunt,2,123233639,,,,,,X,123233639,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,17.1,5.3,4.1,13.9,42,29.4,,16.4,2.4,,38.1,HA,T02,1MT,Known,6/26/2023,6,N,,,N,,,Y,Fecal: 1211
2023,Alaska,Nome,37 MI,64.84147,-166.07942,7/5/2023,11:40,REKN,ZMPohlen,KHunt,2,123233639,,,,,,X,123233639,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,19.2,5.4,4.5,15.6,46,30.5,,31,4.8,,57.9,HA,T02,1MT,Known,6/26/2023,9,N,,,N,,,Y,"Fecal: 1379, 1381, Adult 1MT fecal sample: 1378, 1380"
2023,Alaska,Nome,37 MI,64.83804,-166.06932,7/8/2023,8:45,REKN,ZMPohlen,KHunt,2,123233639,,,,,,X,123233639,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,20.8,5.8,4.8,16.6,49.4,32.5,,48.1,19.8,,81.5,HA,T02,1MT/1CX,Known,6/26/2023,12,N,,,N,,,Y,"Fecal: 1426, originally 1MT brood but adopted by 1CX"
2023,Alaska,Nome,37 MI,64.83555,-166.07179,7/11/2023,10:56,REKN,ZMPohlen,KHunt,2,123233639,,,,,,X,123233639,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,23.9,6.3,4.9,17.7,52,32.5,,64.1,36.9,,99.7,HA,T02,1MT/1CX,Known,6/26/2023,15,N,,,N,,,Y,"Fecal: 1453, originally 1MT brood but adopted by 1CX"
2023,Alaska,Nome,37 MI,64.8362,-166.07298,7/15/2023,14:47,REKN,ZMPohlen,CFGesmundo,2,123233639,,,,,,X,123233639,Dg,1TJ,Flag,,,X,,,,,,,R,369,7,L,NF,U,,NA,25.6,6.7,4.9,19,55.1,33.4,,81.5,59.3,,105.7,MN,T02,1MT/1CX,Known,6/26/2023,19,Y,S4,,N,,,Y,"Fecal: 1340, originally 1MT brood but adopted by 1CX"
2023,Alaska,Nome,37 MI,64.83844,-166.06918,7/18/2023,19:47,REKN,ZMPohlen,CFGesmundo,2,123233639,Dg,1TJ,Flag,,,X,123233639,Dg,1TJ,Flag,,,X,,,,,,,R,369,7,L,NF,U,,NA,27.9,6.8,5.2,21.2,58.5,34,,93.6,73.6,,115.7,MN,T02,1MT/1CX,Known,6/26/2023,22,N,,,N,,,Y,"Fecal: 1350, originally 1MT brood but adopted by 1CX"
2023,Alaska,Nome,Steven,64.84456,-166.02062,6/27/2023,18:20,REKN,ZMPohlen,KHunt,2,,,,,,,,123233640,,,,,,X,,,,,,,1,318,7,L,NF,U,,NA,15.6,5.1,4,12,37.6,28.2,,10.9,1.3,,28.9,HA,,1JP,P10,6/21/2023,6,Y,down,,Y,Y,,Y,Fecal: 1177
2023,Alaska,Nome,Steven,64.85151,-165.99015,7/10/2023,13:20,REKN,ZMPohlen,KHunt,2,123233640,,,,,,X,123233640,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,25.1,6.7,5,18.2,53.3,33.5,,72.1,49,,97.1,HA,,1JP,P10,6/21/2023,19,N,,,N,,,Y,Fecal: 1443
2023,Alaska,Nome,Steven,64.84456,-166.02062,6/27/2023,18:20,REKN,ZMPohlen,KHunt,2,,,,,,,,123233641,,,,,,X,,,,,,,1,318,7,L,NF,U,,NA,14.9,5.1,4,12,38.4,28,,9.7,1.4,,27.4,HA,,1JP,P10,6/21/2023,6,Y,down,,Y,Y,,Y,Fecal: 1178
2023,Alaska,Nome,Steven,64.84439,-166.01918,6/30/2023,9:31,REKN,ZMPohlen,KHunt,2,123233641,,,,,,X,123233641,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,17.5,5.7,4.5,13.3,43,28.7,,19.2,5.7,,38.9,HA,,1JP,P10,6/21/2023,9,N,,,N,,,Y,Fecal: 1196
2023,Alaska,Nome,Steven,64.84868,-166.00445,7/6/2023,10:00,REKN,ZMPohlen,KHunt,2,123233641,,,,,,X,123233641,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,23.2,6.5,5.1,17.5,51,32.9,,50.5,27.8,,84.8,HA,,1JP,P10,6/21/2023,15,N,,,N,,,Y,Fecal: 1393
2023,Alaska,Nome,Steven,64.85151,-165.99015,7/10/2023,13:20,REKN,ZMPohlen,KHunt,2,123233641,,,,,,X,123233641,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,24.8,6.5,5,18.5,53.8,32.7,,71.6,50.3,,97.1,HA,,1JP,P10,6/21/2023,19,N,,,N,,,,
2023,Alaska,Nome,Steven,64.84456,-166.02062,6/27/2023,18:20,REKN,ZMPohlen,KHunt,2,,,,,,,,123233642,,,,,,X,,,,,,,1,318,7,L,NF,U,,NA,16,5,3.9,11.8,38.7,27,,7.3,0.7,,25.8,HA,,1JP,P10,6/21/2023,6,Y,down,,Y,Y,,Y,Fecal: 1179
2023,Alaska,Nome,Steven,64.84439,-166.01918,6/30/2023,9:31,REKN,ZMPohlen,KHunt,2,123233642,,,,,,X,123233642,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,18.8,5.4,4.1,13.8,43.5,28.9,,15.8,3.6,,36.6,HA,,1JP,P10,6/21/2023,9,N,,,N,,,Y,Fecal: 1195
2023,Alaska,Nome,Steven,64.84951,-166.00195,7/3/2023,19:19,REKN,ZMPohlen,KHunt,2,123233642,,,,,,X,123233642,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,21.4,6.1,4.6,16,48.5,30.7,,31.2,13.2,,60.5,HA,,1JP,P10,6/21/2023,12,Y,body,,N,,,Y,Fecal: 1215
2023,Alaska,Nome,Steven,64.84868,-166.00445,7/6/2023,10:00,REKN,ZMPohlen,KHunt,2,123233642,,,,,,X,123233642,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,22.9,6.5,4.6,17.8,51,31.5,,45,22.9,,81,HA,,1JP,P10,6/21/2023,15,N,,,N,,,Y,Fecal: 1394
2023,Alaska,Nome,Steven,64.85151,-165.99015,7/10/2023,13:20,REKN,ZMPohlen,KHunt,2,123233642,,,,,,X,123233642,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,24.9,6.5,4.8,18.1,53.8,32.2,,66.7,44,,96.6,HA,,1JP,P10,6/21/2023,19,N,,,N,,,Y,Fecal: 1444
2023,Alaska,Nome,Steven,64.84456,-166.02062,6/27/2023,18:20,REKN,ZMPohlen,KHunt,2,,,,,,,,123233643,,,,,,X,,,,,,,1,318,7,L,NF,U,,NA,15.1,4.8,3.9,12,39.2,27.4,,9,1.1,,26.6,HA,,1JP,P10,6/21/2023,6,Y,down,,Y,Y,,Y,Fecal: 1180
2023,Alaska,Nome,Steven,64.84439,-166.01918,6/30/2023,9:31,REKN,ZMPohlen,KHunt,2,123233643,,,,,,X,123233643,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,17.3,5.5,4.6,14.1,42.9,29,,18.4,3.5,,38.1,HA,,1JP,P10,6/21/2023,9,N,,,N,,,Y,Fecal: 1197
2023,Alaska,Nome,Steven,64.84951,-166.00195,7/3/2023,19:19,REKN,ZMPohlen,KHunt,2,123233643,,,,,,X,123233643,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,20.7,5.8,4.4,16,48.4,31,,36.9,16.2,,63.1,HA,,1JP,P10,6/21/2023,12,Y,body,,N,,,Y,"Fecal: 1216, 1368"
2023,Alaska,Nome,Steven,64.84868,-166.00445,7/6/2023,10:00,REKN,ZMPohlen,KHunt,2,123233643,,,,,,X,123233643,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,22.3,6.6,4.8,17,49,31.2,,51.1,26.2,,81.2,HA,,1JP,P10,6/21/2023,15,N,,,N,,,Y,Fecal: 1395
2023,Alaska,Nome,Steven,64.85151,-165.99015,7/10/2023,13:20,REKN,ZMPohlen,KHunt,2,123233643,,,,,,X,123233643,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,24.5,6.9,5.5,19,53.3,31.8,,71.7,49.5,,96.7,HA,,1JP,P10,6/21/2023,19,N,,,N,,,Y,Fecal: 1445
2023,Alaska,Nome,34 MI,64.82364,-166.0358,7/1/2023,14:44,REKN,ZMPohlen,KHunt,2,,,,,,,,123233644,,,,,,X,,,,,,,1,318,7,L,NF,U,,NA,10.5,4.1,3.1,8.4,31.1,26.5,,1,0,,13.3,HA,ALL01,1PC,Known,7/1/2023,0,Y,down,,Y,Y,,,
2023,Alaska,Nome,34 MI,64.82384,-166.0402,7/4/2023,8:53,REKN,ZMPohlen,KHunt,2,123233644,,,,,,X,123233644,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,12.1,4.6,3.7,10.2,35.6,28.3,,5.3,0,,21.8,HA,ALL01,1PC,Known,7/1/2023,3,N,,,N,,,Y,Fecal: 1369
2023,Alaska,Nome,34 MI,64.82323,-166.03889,7/7/2023,8:45,REKN,ZMPohlen,KHunt,2,123233644,,,,,,X,123233644,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,15.4,5.2,4.1,12.4,39.6,29,,15.8,0.9,,37.3,HA,ALL01,1PC,Known,7/1/2023,6,N,,,N,,,Y,"Fecal: 1407, adult 1PC fecal sample 1406"
2023,Alaska,Nome,34 MI,64.81903,-166.03583,7/10/2023,10:00,REKN,ZMPohlen,KHunt,2,123233644,,,,,,X,123233644,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,16.8,5.5,4.5,13.2,43.9,29.9,,28.8,8.1,,54.7,HA,ALL01,1PC,Known,7/1/2023,9,N,,,N,,,Y,Fecal: 1441
2023,Alaska,Nome,34 MI,64.82364,-166.0358,7/1/2023,14:44,REKN,ZMPohlen,KHunt,2,,,,,,,,123233645,,,,,,X,,,,,,,1,318,7,L,NF,U,,NA,10.3,3.9,3.1,8.7,31.3,26.1,,0.7,0,,12.9,HA,ALL01,1PC,Known,7/1/2023,0,Y,down,,Y,Y,,,
2023,Alaska,Nome,34 MI,64.82384,-166.0402,7/4/2023,8:53,REKN,ZMPohlen,KHunt,2,123233645,,,,,,X,123233645,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,13.1,4.6,3.9,10.3,33.9,26.9,,4.8,0,,19.4,HA,ALL01,1PC,Known,7/1/2023,3,N,,,N,,,Y,Fecal: 1370
2023,Alaska,Nome,34 MI,64.82323,-166.03889,7/7/2023,8:45,REKN,ZMPohlen,KHunt,2,123233645,,,,,,X,123233645,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,16.5,5.1,4.1,12.3,39.1,28.2,,13.4,1.1,,32.5,HA,ALL01,1PC,Known,7/1/2023,6,N,,,N,,,Y,"Fecal: 1408, adult 1PC fecal sample 1406"
2023,Alaska,Nome,34 MI,64.81903,-166.03583,7/10/2023,10:00,REKN,ZMPohlen,KHunt,2,123233645,,,,,,X,123233645,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,17.8,5.5,4.5,13.4,42.9,29,,24.8,7.6,,47.8,HA,ALL01,1PC,Known,7/1/2023,9,N,,,N,,,Y,Fecal: 1440
2023,Alaska,Nome,34 MI,64.81648,-166.01815,7/16/2023,15:19,REKN,ZMPohlen,CFGesmundo,2,123233645,,,,,,X,123233645,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,22.3,6.1,4.7,16.2,49.7,31,,56.4,34.8,,81.7,HA,ALL01,1PC,Known,7/1/2023,15,Y,body,,N,,,Y,Fecal: 1485
2023,Alaska,Nome,34 MI,64.81878,-166.03457,7/18/2023,15:36,REKN,ZMPohlen,CFGesmundo,2,123233645,,,,,,X,123233645,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,23.2,6.2,4.7,17,51.4,32.2,,65.5,44.3,,85.7,HA,ALL01,1PC,Known,7/1/2023,17,N,,,N,,,Y,Fecal: 1345
2023,Alaska,Nome,34 MI,64.82116,-166.01345,7/21/2023,16:34,REKN,ZMPohlen,CFGesmundo,2,123233645,,,,,,X,123233645,Dg,1TC,Flag,,,X,,,,,,,R,369,7,L,NF,U,,NA,24.2,6.3,4.7,17.3,52.5,32.2,,78.5,58.1,,88.4,MN,ALL01,1PC,Known,7/1/2023,20,N,,,N,,,,Flying very well
2023,Alaska,Nome,34 MI,64.82364,-166.0358,7/1/2023,14:44,REKN,ZMPohlen,KHunt,2,,,,,,,,123233646,,,,,,X,,,,,,,1,318,7,L,NF,U,,NA,10.8,3.8,3,8.5,29.6,25,,0.2,0,,11.7,HA,ALL01,1PC,Known,7/1/2023,0,Y,down,,Y,Y,,,"Egg tooth, still damp"
2023,Alaska,Nome,34 MI,64.82384,-166.0402,7/4/2023,8:53,REKN,ZMPohlen,KHunt,2,123233646,,,,,,X,123233646,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,12.3,4.2,3.2,10.2,34.2,26.2,,2.6,0,,15.8,HA,ALL01,1PC,Known,7/1/2023,3,N,,,N,,,Y,Fecal: 1371
2023,Alaska,Nome,34 MI,64.81903,-166.03583,7/10/2023,10:00,REKN,ZMPohlen,KHunt,2,123233646,,,,,,X,123233646,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,17.3,5.4,4.7,13.3,41.6,27.5,,17.3,4.2,,40.1,HA,ALL01,1PC,Known,7/1/2023,9,N,,,N,,,Y,Fecal: 1442
2023,Alaska,Nome,Feather,64.84146,-165.95891,7/3/2023,14:55,REKN,ZMPohlen,KHunt,2,,,,,,,,123233647,,,,,,X,,,,,,,1,318,7,L,NF,U,,NA,11.4,4,3,9,33.3,25.7,,0.2,0,,12.8,HA,T05,1NN,Known,7/2/2023,1,Y,down,,Y,Y,,,
2023,Alaska,Nome,Feather,64.84706,-165.94743,7/6/2023,11:50,REKN,ZMPohlen,KHunt,2,123233647,,,,,,X,123233647,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,14.5,4.6,3.6,10.5,36.5,27.6,,2.4,0,,18.5,HA,T05,1NN/1PN,Known,7/2/2023,4,N,,,N,,,Y,Fecal: 1405; originally brood 1NN but adopted by 1PN
2023,Alaska,Nome,Feather,64.84146,-165.95891,7/3/2023,14:55,REKN,ZMPohlen,KHunt,2,,,,,,,,123233648,,,,,,X,,,,,,,1,318,7,L,NF,U,,NA,11.6,4.2,3.3,9.8,31.5,27,,0.2,0,,13.2,HA,T05,1NN,Known,7/2/2023,1,Y,down,,Y,Y,,Y,Fecal: 1212
2023,Alaska,Nome,Feather,64.84224,-165.94943,7/6/2023,11:15,REKN,ZMPohlen,KHunt,2,123233648,,,,,,X,123233648,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,14.8,4.7,4,11.2,37.7,28.1,,5.5,0,,23.3,HA,T05,1NN,Known,7/2/2023,4,N,,,N,,,Y,Fecal: 1398
2023,Alaska,Nome,Feather,64.8462,-165.94685,7/12/2023,16:35,REKN,ZMPohlen,KHunt,2,123233648,,,,,,X,123233648,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,19.3,5.9,4.6,14.6,45,30,,26.3,8.7,,56,HA,T05,1NN,Known,7/2/2023,10,N,,,N,,,Y,"Fecal: 1471, Adult 1NN fecal: 1470"
2023,Alaska,Nome,Feather,64.84522,-165.95093,7/16/2023,13:21,REKN,ZMPohlen,CFGesmundo,2,123233648,,,,,,X,123233648,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,20.6,5.9,4.7,15.6,47.9,30.9,,45.3,23.1,,74.3,HA,T05,1NN,Known,7/2/2023,14,Y,body,,N,,,Y,Fecal: 1483
2023,Alaska,Nome,Feather,64.84862,-165.94324,7/22/2023,18:40,REKN,ZMPohlen,CFGesmundo,2,123233648,,,,,,X,123233648,Dg,1TL,Flag,,,X,,,,,,,R,369,7,L,NF,U,,NA,24.4,6.7,4.9,18.5,53.4,32.9,,73.7,53,,106,MN,T05,1NN,Known,7/2/2023,20,Y,S4,,N,,,Y,Fecal: 1501
2023,Alaska,Nome,Feather,64.84146,-165.95891,7/3/2023,14:55,REKN,ZMPohlen,KHunt,2,,,,,,,,123233649,,,,,,X,,,,,,,1,318,7,L,NF,U,,NA,10.5,4,3,9,31.9,26.2,,1.1,0,,12.3,HA,T05,1NN,Known,7/2/2023,1,Y,down,,Y,Y,,Y,Fecal: 1213
2023,Alaska,Nome,Feather,64.84224,-165.94943,7/6/2023,11:15,REKN,ZMPohlen,KHunt,2,123233649,,,,,,X,123233649,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,13.7,4.7,3.8,11,37,27.1,,4.5,0,,21.5,HA,T05,1NN,Known,7/2/2023,4,N,,,N,,,Y,"Fecal: 1396, 1397"
2023,Alaska,Nome,Feather,64.8462,-165.94685,7/12/2023,16:35,REKN,ZMPohlen,KHunt,2,123233649,,,,,,X,123233649,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,17.6,5.5,4.6,13.7,44.1,29.1,,26.1,7.6,,52.2,HA,T05,1NN,Known,7/2/2023,10,N,,,N,,,Y,"Fecal: 1469, Adult 1NN fecal: 1470"
2023,Alaska,Nome,Feather,64.84522,-165.95093,7/16/2023,13:21,REKN,ZMPohlen,CFGesmundo,2,123233649,,,,,,X,123233649,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,19.3,5.9,4.7,15.1,47.2,30.2,,45.1,21.6,,69.5,HA,T05,1NN,Known,7/2/2023,14,Y,body,,N,,,Y,Fecal: 1484
2023,Alaska,Nome,Feather,64.84862,-165.94324,7/22/2023,18:40,REKN,ZMPohlen,CFGesmundo,2,123233649,,,,,,X,123233649,Dg,1TM,Flag,,,X,,,,,,,R,369,7,L,NF,U,,NA,22.7,6,5,17,51.7,32.2,,73.9,53.4,,89.3,MN,T05,1NN,Known,7/2/2023,20,Y,S4,,N,,,,
2023,Alaska,Nome,Feather,64.84146,-165.95891,7/3/2023,14:55,REKN,ZMPohlen,KHunt,2,,,,,,,,123233650,,,,,,X,,,,,,,1,318,7,L,NF,U,,NA,11.1,3.9,3.1,8.9,32.8,26.2,,0.3,0,,13,HA,T05,1NN,Known,7/2/2023,1,Y,down,,Y,Y,,Y,Fecal: 1214
2023,Alaska,Nome,Feather,64.84706,-165.94743,7/6/2023,11:50,REKN,ZMPohlen,KHunt,2,123233650,,,,,,X,123233650,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,14.1,4.4,3.8,10.9,36.4,27.2,,3.1,0,,20.3,HA,T05,1NN/1PN,Known,7/2/2023,4,N,,,N,,,Y,"Fecal: 1399, 1401; originally brood 1NN but adopted by 1PN"
2023,Alaska,Nome,34 MI,64.82364,-166.0358,7/4/2023,9:55,REKN,ZMPohlen,KHunt,2,,,,,,,,123233651,,,,,,X,,,,,,,1,318,7,L,NF,U,,NA,11.2,4,3.2,9,31.5,27.2,,0.2,0,,14.9,HA,A02,1MY,Known,7/4/2023,0,Y,down,,Y,Y,,,
2023,Alaska,Nome,34 MI,64.82379,-166.03838,7/7/2023,16:38,REKN,ZMPohlen,KHunt,2,123233651,,,,,,X,123233651,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,14.7,4.8,3.7,11.3,36.6,27.7,,4.3,0,,20.3,HA,A02,1MY,Known,7/4/2023,3,N,,,N,,,Y,Fecal: 1419
2023,Alaska,Nome,34 MI,64.82402,-166.03858,7/10/2023,9:16,REKN,ZMPohlen,KHunt,2,123233651,,,,,,X,123233651,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,15.7,5,3.8,12.4,39.8,28.2,,8.8,0,,25.4,HA,A02,1MY,Known,7/4/2023,6,N,,,N,,,Y,Fecal: 1439
2023,Alaska,Nome,34 MI,64.82343,-166.03942,7/16/2023,9:24,REKN,ZMPohlen,CFGesmundo,2,123233651,,,,,,X,123233651,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,19.1,5.1,4.1,14.4,45.4,29.5,,31.1,13,,53.3,HA,A02,1MY,Known,7/4/2023,12,Y,body,,N,,,Y,Fecal: 1482
2023,Alaska,Nome,34 MI,64.82256,-166.03355,7/18/2023,8:29,REKN,ZMPohlen,CFGesmundo,2,123233651,,,,,,X,123233651,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,20.1,5.5,4.4,15.2,46.8,30.3,,40.5,20.2,,64.2,HA,A02,1MY,Known,7/4/2023,14,N,,,N,,,Y,Fecal: 1486
2023,Alaska,Nome,34 MI,64.82609,-166.03692,7/21/2023,17:17,REKN,ZMPohlen,CFGesmundo,2,123233651,,,,,,X,123233651,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,21.3,5.7,4.4,15.9,49,31.5,,57.6,33.9,,74.5,HA,A02,1MY,Known,7/4/2023,17,N,,,N,,,Y,Fecal: 1504
2023,Alaska,Nome,34 MI,64.82364,-166.0358,7/4/2023,9:55,REKN,ZMPohlen,KHunt,2,,,,,,,,123233652,,,,,,X,,,,,,,1,318,7,L,NF,U,,NA,11.8,3.9,3.2,9,30.4,26.3,,0.1,0,,14.9,HA,A02,1MY,Known,7/4/2023,0,Y,down,,Y,Y,,,
2023,Alaska,Nome,34 MI,64.82379,-166.03838,7/7/2023,16:38,REKN,ZMPohlen,KHunt,2,123233652,,,,,,X,123233652,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,13.1,4.7,3.6,10.9,36.5,27.8,,3.2,0,,19.4,HA,A02,1MY,Known,7/4/2023,3,N,,,N,,,Y,Fecal: 1420
2023,Alaska,Nome,34 MI,64.82402,-166.03858,7/10/2023,9:16,REKN,ZMPohlen,KHunt,2,123233652,,,,,,X,123233652,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,15.1,4.8,3.9,12.1,38.7,27.7,,7.4,0,,24,HA,A02,1MY,Known,7/4/2023,6,N,,,N,,,Y,Fecal: 1436
2023,Alaska,Nome,34 MI,64.82343,-166.03942,7/16/2023,9:24,REKN,ZMPohlen,CFGesmundo,2,123233652,,,,,,X,123233652,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,18.1,5.4,4.2,13.9,44.6,30.1,,27.8,10.7,,53.5,HA,A02,1MY,Known,7/4/2023,12,Y,body,,N,,,Y,Fecal: 1480
2023,Alaska,Nome,34 MI,64.82256,-166.03355,7/18/2023,8:29,REKN,ZMPohlen,CFGesmundo,2,123233652,,,,,,X,123233652,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,20.1,5.9,4.2,14.8,46.7,30.2,,38.7,19.1,,62.6,HA,A02,1MY,Known,7/4/2023,14,N,,,N,,,Y,Fecal: 1487
2023,Alaska,Nome,34 MI,64.82609,-166.03692,7/21/2023,17:17,REKN,ZMPohlen,CFGesmundo,2,123233652,,,,,,X,123233652,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,21.5,5.9,4.5,15.7,48.7,31.5,,55.6,23.8,,70.4,HA,A02,1MY,Known,7/4/2023,17,N,,,N,,,Y,Fecal: 1506
2023,Alaska,Nome,34 MI,64.82364,-166.0358,7/4/2023,9:55,REKN,ZMPohlen,KHunt,2,,,,,,,,123233653,,,,,,X,,,,,,,1,318,7,L,NF,U,,NA,11.3,3.8,3.1,8.9,31.5,27.4,,0.1,0,,14.4,HA,A02,1MY,Known,7/4/2023,0,Y,down,,Y,Y,,,
2023,Alaska,Nome,34 MI,64.82379,-166.03838,7/7/2023,16:38,REKN,ZMPohlen,KHunt,2,123233653,,,,,,X,123233653,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,13.3,4.5,3.6,11,36.4,28,,3.1,0,,20.1,HA,A02,1MY,Known,7/4/2023,3,N,,,N,,,Y,Fecal: 1418
2023,Alaska,Nome,34 MI,64.82402,-166.03858,7/10/2023,9:16,REKN,ZMPohlen,KHunt,2,123233653,,,,,,X,123233653,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,14.9,4.7,3.8,12,38.8,28.1,,7.1,0,,24,HA,A02,1MY,Known,7/4/2023,6,N,,,N,,,Y,Fecal: 1438
2023,Alaska,Nome,34 MI,64.82364,-166.0358,7/4/2023,9:55,REKN,ZMPohlen,KHunt,2,,,,,,,,123233654,,,,,,X,,,,,,,1,318,7,L,NF,U,,NA,11.2,3.9,3.1,9,31.5,25.8,,0.1,0,,14.5,HA,A02,1MY,Known,7/4/2023,0,Y,down,,Y,Y,,,
2023,Alaska,Nome,34 MI,64.82379,-166.03838,7/7/2023,16:38,REKN,ZMPohlen,KHunt,2,123233654,,,,,,X,123233654,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,13.7,4.5,3.6,10.8,36.7,26.8,,5.2,0,,21.3,HA,A02,1MY,Known,7/4/2023,3,N,,,N,,,Y,Fecal: 1417
2023,Alaska,Nome,34 MI,64.82402,-166.03858,7/10/2023,9:16,REKN,ZMPohlen,KHunt,2,123233654,,,,,,X,123233654,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,16.1,4.9,3.7,11.9,39.4,27.3,,11,1.6,,26.7,HA,A02,1MY,Known,7/4/2023,6,N,,,N,,,Y,Fecal: 1437
