BAND NUMBER,BAND_SIZE,BAND_TYPE,ISSUE OR TRANSFER REQUEST DATE
142267349,2,BE,04/04/2024
142267350,2,BE,04/04/2024
142267351,2,BE,04/04/2024
142267352,2,BE,04/04/2024
142267353,2,BE,04/04/2024
142267354,2,BE,04/04/2024
142267355,2,BE,04/04/2024
142267356,2,BE,04/04/2024
142267357,2,BE,04/04/2024
142267358,2,BE,04/04/2024
142267359,2,BE,04/04/2024
142267360,2,BE,04/04/2024
142267361,2,BE,04/04/2024
142267362,2,BE,04/04/2024
142267363,2,BE,04/04/2024
142267364,2,BE,04/04/2024
142267365,2,BE,04/04/2024
142267366,2,BE,04/04/2024
142267367,2,BE,04/04/2024
142267368,2,BE,04/04/2024
142267369,2,BE,04/04/2024
142267370,2,BE,04/04/2024
142267371,2,BE,04/04/2024
142267372,2,BE,04/04/2024
142267373,2,BE,04/04/2024
142267374,2,BE,04/04/2024
142267375,2,BE,04/04/2024
142267376,2,BE,04/04/2024
142267377,2,BE,04/04/2024
142267378,2,BE,04/04/2024
142267379,2,BE,04/04/2024
142267380,2,BE,04/04/2024
142267381,2,BE,04/04/2024
142267382,2,BE,04/04/2024
142267383,2,BE,04/04/2024
142267384,2,BE,04/04/2024
142267385,2,BE,04/04/2024
142267386,2,BE,04/04/2024
142267387,2,BE,04/04/2024
142267388,2,BE,04/04/2024
142267389,2,BE,04/04/2024
142267390,2,BE,04/04/2024
142267391,2,BE,04/04/2024
142267392,2,BE,04/04/2024
142267393,2,BE,04/04/2024
142267394,2,BE,04/04/2024
142267395,2,BE,04/04/2024
142267396,2,BE,04/04/2024
142267397,2,BE,04/04/2024
142267398,2,BE,04/04/2024
142267399,2,BE,04/04/2024
142267400,2,BE,04/04/2024
160132816,1,BE,10/11/2017
160132817,1,BE,10/11/2017
160132818,1,BE,10/11/2017
160132819,1,BE,10/11/2017
160132820,1,BE,10/11/2017
160132821,1,BE,10/11/2017
160132822,1,BE,10/11/2017
160132823,1,BE,10/11/2017
160132824,1,BE,10/11/2017
160132825,1,BE,10/11/2017
160132826,1,BE,10/11/2017
160132827,1,BE,10/11/2017
160132828,1,BE,10/11/2017
160132829,1,BE,10/11/2017
160132830,1,BE,10/11/2017
160132831,1,BE,10/11/2017
160132832,1,BE,10/11/2017
160132833,1,BE,10/11/2017
160132834,1,BE,10/11/2017
160132835,1,BE,10/11/2017
160132836,1,BE,10/11/2017
160132837,1,BE,10/11/2017
160132838,1,BE,10/11/2017
160132839,1,BE,10/11/2017
160132840,1,BE,10/11/2017
160132841,1,BE,10/11/2017
160132842,1,BE,10/11/2017
160132843,1,BE,10/11/2017
160132844,1,BE,10/11/2017
160132845,1,BE,10/11/2017
160132846,1,BE,10/11/2017
160132847,1,BE,10/11/2017
160132848,1,BE,10/11/2017
160132849,1,BE,10/11/2017
160132850,1,BE,10/11/2017
160132851,1,BE,10/11/2017
160132852,1,BE,10/11/2017
160132853,1,BE,10/11/2017
160132854,1,BE,10/11/2017
160132855,1,BE,10/11/2017
160132856,1,BE,10/11/2017
160132857,1,BE,10/11/2017
160132858,1,BE,10/11/2017
160132859,1,BE,10/11/2017
160132860,1,BE,10/11/2017
160132861,1,BE,10/11/2017
160132862,1,BE,10/11/2017
160132863,1,BE,10/11/2017
160132864,1,BE,10/11/2017
160132865,1,BE,10/11/2017
160132866,1,BE,10/11/2017
160132867,1,BE,10/11/2017
160132868,1,BE,10/11/2017
160132869,1,BE,10/11/2017
160132870,1,BE,10/11/2017
160132871,1,BE,10/11/2017
160132872,1,BE,10/11/2017
160132873,1,BE,10/11/2017
160132874,1,BE,10/11/2017
160132875,1,BE,10/11/2017
160132876,1,BE,10/11/2017
160132877,1,BE,10/11/2017
160132878,1,BE,10/11/2017
160132879,1,BE,10/11/2017
160132880,1,BE,10/11/2017
160132881,1,BE,10/11/2017
160132882,1,BE,10/11/2017
160132883,1,BE,10/11/2017
160132884,1,BE,10/11/2017
160132885,1,BE,10/11/2017
160132886,1,BE,10/11/2017
160132887,1,BE,10/11/2017
160132888,1,BE,10/11/2017
160132889,1,BE,10/11/2017
160132890,1,BE,10/11/2017
160132891,1,BE,10/11/2017
160132892,1,BE,10/11/2017
160132893,1,BE,10/11/2017
160132894,1,BE,10/11/2017
160132895,1,BE,10/11/2017
160132896,1,BE,10/11/2017
160132897,1,BE,10/11/2017
160132898,1,BE,10/11/2017
160132899,1,BE,10/11/2017
160132900,1,BE,10/11/2017
160132901,1,BE,10/11/2017
160132902,1,BE,10/11/2017
160132903,1,BE,10/11/2017
160132904,1,BE,10/11/2017
160132905,1,BE,10/11/2017
160132906,1,BE,10/11/2017
160132907,1,BE,10/11/2017
160132908,1,BE,10/11/2017
160132909,1,BE,10/11/2017
160132910,1,BE,10/11/2017
160132911,1,BE,10/11/2017
160132912,1,BE,10/11/2017
160132913,1,BE,10/11/2017
160132914,1,BE,10/11/2017
160132915,1,BE,10/11/2017
160132916,1,BE,10/11/2017
160132917,1,BE,10/11/2017
160132918,1,BE,10/11/2017
160173401,1,BE,10/04/2017
160173402,1,BE,10/04/2017
160173403,1,BE,10/04/2017
160173404,1,BE,10/04/2017
160173405,1,BE,10/04/2017
160173406,1,BE,10/04/2017
160173407,1,BE,10/04/2017
160173408,1,BE,10/04/2017
160173409,1,BE,10/04/2017
160173410,1,BE,10/04/2017
160173411,1,BE,10/04/2017
160173412,1,BE,10/04/2017
160173413,1,BE,10/04/2017
160173414,1,BE,10/04/2017
160173415,1,BE,10/04/2017
160173416,1,BE,10/04/2017
160173417,1,BE,10/04/2017
160173418,1,BE,10/04/2017
160173419,1,BE,10/04/2017
160173420,1,BE,10/04/2017
160173421,1,BE,10/04/2017
160173422,1,BE,10/04/2017
160173423,1,BE,10/04/2017
160173424,1,BE,10/04/2017
160173425,1,BE,10/04/2017
160173426,1,BE,10/04/2017
160173427,1,BE,10/04/2017
160173428,1,BE,10/04/2017
160173429,1,BE,10/04/2017
160173430,1,BE,10/04/2017
160173431,1,BE,10/04/2017
160173432,1,BE,10/04/2017
160173433,1,BE,10/04/2017
160173434,1,BE,10/04/2017
160173435,1,BE,10/04/2017
160173436,1,BE,10/04/2017
160173437,1,BE,10/04/2017
160173438,1,BE,10/04/2017
160173439,1,BE,10/04/2017
160173440,1,BE,10/04/2017
160173441,1,BE,10/04/2017
160173442,1,BE,10/04/2017
160173443,1,BE,10/04/2017
160173444,1,BE,10/04/2017
160173445,1,BE,10/04/2017
160173446,1,BE,10/04/2017
160173447,1,BE,10/04/2017
160173448,1,BE,10/04/2017
160173449,1,BE,10/04/2017
160173450,1,BE,10/04/2017
160173451,1,BE,10/04/2017
160173452,1,BE,10/04/2017
160173453,1,BE,10/04/2017
160173454,1,BE,10/04/2017
160173455,1,BE,10/04/2017
160173456,1,BE,10/04/2017
160173457,1,BE,10/04/2017
160173458,1,BE,10/04/2017
160173459,1,BE,10/04/2017
160173460,1,BE,10/04/2017
160173461,1,BE,10/04/2017
160173462,1,BE,10/04/2017
160173463,1,BE,10/04/2017
160173464,1,BE,10/04/2017
160173465,1,BE,10/04/2017
160173466,1,BE,10/04/2017
160173467,1,BE,10/04/2017
160173468,1,BE,10/04/2017
160173469,1,BE,10/04/2017
160173470,1,BE,10/04/2017
160173471,1,BE,10/04/2017
160173472,1,BE,10/04/2017
160173473,1,BE,10/04/2017
160173474,1,BE,10/04/2017
160173475,1,BE,10/04/2017
160173476,1,BE,10/04/2017
160173477,1,BE,10/04/2017
160173478,1,BE,10/04/2017
160173479,1,BE,10/04/2017
160173480,1,BE,10/04/2017
160173481,1,BE,10/04/2017
160173482,1,BE,10/04/2017
160173483,1,BE,10/04/2017
160173484,1,BE,10/04/2017
160173485,1,BE,10/04/2017
160173486,1,BE,10/04/2017
160173487,1,BE,10/04/2017
160173488,1,BE,10/04/2017
160173489,1,BE,10/04/2017
160173490,1,BE,10/04/2017
160173491,1,BE,10/04/2017
160173492,1,BE,10/04/2017
160173493,1,BE,10/04/2017
160173494,1,BE,10/04/2017
160173495,1,BE,10/04/2017
160173496,1,BE,10/04/2017
160173497,1,BE,10/04/2017
160173498,1,BE,10/04/2017
160173499,1,BE,10/04/2017
160173500,1,BE,10/04/2017
160173501,1,BE,10/04/2017
160173502,1,BE,10/04/2017
160173503,1,BE,10/04/2017
160173504,1,BE,10/04/2017
160173505,1,BE,10/04/2017
160173506,1,BE,10/04/2017
160173507,1,BE,10/04/2017
160173508,1,BE,10/04/2017
160173509,1,BE,10/04/2017
160173510,1,BE,10/04/2017
160173511,1,BE,10/04/2017
160173512,1,BE,10/04/2017
160173513,1,BE,10/04/2017
160173514,1,BE,10/04/2017
160173515,1,BE,10/04/2017
160173516,1,BE,10/04/2017
160173517,1,BE,10/04/2017
160173518,1,BE,10/04/2017
160173519,1,BE,10/04/2017
160173520,1,BE,10/04/2017
160173521,1,BE,10/04/2017
160173522,1,BE,10/04/2017
160173523,1,BE,10/04/2017
160173524,1,BE,10/04/2017
160173525,1,BE,10/04/2017
160173526,1,BE,10/04/2017
160173527,1,BE,10/04/2017
160173528,1,BE,10/04/2017
160173529,1,BE,10/04/2017
160173530,1,BE,10/04/2017
160173531,1,BE,10/04/2017
160173532,1,BE,10/04/2017
160173533,1,BE,10/04/2017
160173534,1,BE,10/04/2017
160173535,1,BE,10/04/2017
160173536,1,BE,10/04/2017
160173537,1,BE,10/04/2017
160173538,1,BE,10/04/2017
160173539,1,BE,10/04/2017
160173540,1,BE,10/04/2017
160173541,1,BE,10/04/2017
160173542,1,BE,10/04/2017
160173543,1,BE,10/04/2017
160173544,1,BE,10/04/2017
160173545,1,BE,10/04/2017
160173546,1,BE,10/04/2017
160173547,1,BE,10/04/2017
160173548,1,BE,10/04/2017
160173549,1,BE,10/04/2017
160173550,1,BE,10/04/2017
160173551,1,BE,10/04/2017
160173552,1,BE,10/04/2017
160173553,1,BE,10/04/2017
160173554,1,BE,10/04/2017
160173555,1,BE,10/04/2017
160173556,1,BE,10/04/2017
160173557,1,BE,10/04/2017
160173558,1,BE,10/04/2017
160173559,1,BE,10/04/2017
160173560,1,BE,10/04/2017
160173561,1,BE,10/04/2017
160173562,1,BE,10/04/2017
160173563,1,BE,10/04/2017
160173564,1,BE,10/04/2017
160173565,1,BE,10/04/2017
160173566,1,BE,10/04/2017
160173567,1,BE,10/04/2017
160173568,1,BE,10/04/2017
160173569,1,BE,10/04/2017
160173570,1,BE,10/04/2017
160173571,1,BE,10/04/2017
160173572,1,BE,10/04/2017
160173573,1,BE,10/04/2017
160173574,1,BE,10/04/2017
160173575,1,BE,10/04/2017
160173576,1,BE,10/04/2017
160173577,1,BE,10/04/2017
160173578,1,BE,10/04/2017
160173579,1,BE,10/04/2017
160173580,1,BE,10/04/2017
160173581,1,BE,10/04/2017
160173582,1,BE,10/04/2017
160173583,1,BE,10/04/2017
160173584,1,BE,10/04/2017
160173585,1,BE,10/04/2017
160173586,1,BE,10/04/2017
160173587,1,BE,10/04/2017
160173588,1,BE,10/04/2017
160173589,1,BE,10/04/2017
160173590,1,BE,10/04/2017
160173591,1,BE,10/04/2017
160173592,1,BE,10/04/2017
160173593,1,BE,10/04/2017
160173594,1,BE,10/04/2017
160173595,1,BE,10/04/2017
160173596,1,BE,10/04/2017
160173597,1,BE,10/04/2017
160173598,1,BE,10/04/2017
160173599,1,BE,10/04/2017
160173600,1,BE,10/04/2017
160173601,1,BE,10/04/2017
160173602,1,BE,10/04/2017
160173603,1,BE,10/04/2017
160173604,1,BE,10/04/2017
160173605,1,BE,10/04/2017
160173606,1,BE,10/04/2017
160173607,1,BE,10/04/2017
160173608,1,BE,10/04/2017
160173609,1,BE,10/04/2017
160173610,1,BE,10/04/2017
160173611,1,BE,10/04/2017
160173612,1,BE,10/04/2017
160173613,1,BE,10/04/2017
160173614,1,BE,10/04/2017
160173615,1,BE,10/04/2017
160173616,1,BE,10/04/2017
160173617,1,BE,10/04/2017
160173618,1,BE,10/04/2017
160173619,1,BE,10/04/2017
160173620,1,BE,10/04/2017
160173621,1,BE,10/04/2017
160173622,1,BE,10/04/2017
160173623,1,BE,10/04/2017
160173624,1,BE,10/04/2017
160173625,1,BE,10/04/2017
160173626,1,BE,10/04/2017
160173627,1,BE,10/04/2017
160173628,1,BE,10/04/2017
160173629,1,BE,10/04/2017
160173630,1,BE,10/04/2017
160173631,1,BE,10/04/2017
160173632,1,BE,10/04/2017
160173633,1,BE,10/04/2017
160173634,1,BE,10/04/2017
160173635,1,BE,10/04/2017
160173636,1,BE,10/04/2017
160173637,1,BE,10/04/2017
160173638,1,BE,10/04/2017
160173639,1,BE,10/04/2017
160173640,1,BE,10/04/2017
160173641,1,BE,10/04/2017
160173642,1,BE,10/04/2017
160173643,1,BE,10/04/2017
160173644,1,BE,10/04/2017
160173645,1,BE,10/04/2017
160173646,1,BE,10/04/2017
160173647,1,BE,10/04/2017
160173648,1,BE,10/04/2017
160173649,1,BE,10/04/2017
160173650,1,BE,10/04/2017
160173651,1,BE,10/04/2017
160173652,1,BE,10/04/2017
160173653,1,BE,10/04/2017
160173654,1,BE,10/04/2017
160173655,1,BE,10/04/2017
160173656,1,BE,10/04/2017
160173657,1,BE,10/04/2017
160173658,1,BE,10/04/2017
160173659,1,BE,10/04/2017
160173660,1,BE,10/04/2017
160173661,1,BE,10/04/2017
160173662,1,BE,10/04/2017
160173663,1,BE,10/04/2017
160173664,1,BE,10/04/2017
160173665,1,BE,10/04/2017
160173666,1,BE,10/04/2017
160173667,1,BE,10/04/2017
160173668,1,BE,10/04/2017
160173669,1,BE,10/04/2017
160173670,1,BE,10/04/2017
160173671,1,BE,10/04/2017
160173672,1,BE,10/04/2017
160173673,1,BE,10/04/2017
160173674,1,BE,10/04/2017
160173675,1,BE,10/04/2017
160173676,1,BE,10/04/2017
160173677,1,BE,10/04/2017
160173678,1,BE,10/04/2017
160173679,1,BE,10/04/2017
160173680,1,BE,10/04/2017
160173681,1,BE,10/04/2017
160173682,1,BE,10/04/2017
160173683,1,BE,10/04/2017
160173684,1,BE,10/04/2017
160173685,1,BE,10/04/2017
160173686,1,BE,10/04/2017
160173687,1,BE,10/04/2017
160173688,1,BE,10/04/2017
160173689,1,BE,10/04/2017
160173690,1,BE,10/04/2017
160173691,1,BE,10/04/2017
160173692,1,BE,10/04/2017
160173693,1,BE,10/04/2017
160173694,1,BE,10/04/2017
160173695,1,BE,10/04/2017
160173696,1,BE,10/04/2017
160173697,1,BE,10/04/2017
160173698,1,BE,10/04/2017
160173699,1,BE,10/04/2017
160173700,1,BE,10/04/2017
160173701,1,BE,10/04/2017
160173702,1,BE,10/04/2017
160173703,1,BE,10/04/2017
160173704,1,BE,10/04/2017
160173705,1,BE,10/04/2017
160173706,1,BE,10/04/2017
160173707,1,BE,10/04/2017
160173708,1,BE,10/04/2017
160173709,1,BE,10/04/2017
160173710,1,BE,10/04/2017
160173711,1,BE,10/04/2017
160173712,1,BE,10/04/2017
160173713,1,BE,10/04/2017
160173714,1,BE,10/04/2017
160173715,1,BE,10/04/2017
160173716,1,BE,10/04/2017
160173717,1,BE,10/04/2017
160173718,1,BE,10/04/2017
160173719,1,BE,10/04/2017
160173720,1,BE,10/04/2017
160173721,1,BE,10/04/2017
160173722,1,BE,10/04/2017
160173723,1,BE,10/04/2017
160173724,1,BE,10/04/2017
160173725,1,BE,10/04/2017
160173726,1,BE,10/04/2017
160173727,1,BE,10/04/2017
160173728,1,BE,10/04/2017
160173729,1,BE,10/04/2017
160173730,1,BE,10/04/2017
160173731,1,BE,10/04/2017
160173732,1,BE,10/04/2017
160173733,1,BE,10/04/2017
160173734,1,BE,10/04/2017
160173735,1,BE,10/04/2017
160173736,1,BE,10/04/2017
160173737,1,BE,10/04/2017
160173738,1,BE,10/04/2017
160173739,1,BE,10/04/2017
160173740,1,BE,10/04/2017
160173741,1,BE,10/04/2017
160173742,1,BE,10/04/2017
160173743,1,BE,10/04/2017
160173744,1,BE,10/04/2017
160173745,1,BE,10/04/2017
160173746,1,BE,10/04/2017
160173747,1,BE,10/04/2017
160173748,1,BE,10/04/2017
160173749,1,BE,10/04/2017
160173750,1,BE,10/04/2017
160173751,1,BE,10/04/2017
160173752,1,BE,10/04/2017
160173753,1,BE,10/04/2017
160173754,1,BE,10/04/2017
160173755,1,BE,10/04/2017
160173756,1,BE,10/04/2017
160173757,1,BE,10/04/2017
160173758,1,BE,10/04/2017
160173759,1,BE,10/04/2017
160173760,1,BE,10/04/2017
160173761,1,BE,10/04/2017
160173762,1,BE,10/04/2017
160173763,1,BE,10/04/2017
160173764,1,BE,10/04/2017
160173765,1,BE,10/04/2017
160173766,1,BE,10/04/2017
160173767,1,BE,10/04/2017
160173768,1,BE,10/04/2017
160173769,1,BE,10/04/2017
160173770,1,BE,10/04/2017
160173771,1,BE,10/04/2017
160173772,1,BE,10/04/2017
160173773,1,BE,10/04/2017
160173774,1,BE,10/04/2017
160173775,1,BE,10/04/2017
160173776,1,BE,10/04/2017
160173777,1,BE,10/04/2017
160173778,1,BE,10/04/2017
160173779,1,BE,10/04/2017
160173780,1,BE,10/04/2017
160173781,1,BE,10/04/2017
160173782,1,BE,10/04/2017
160173783,1,BE,10/04/2017
160173784,1,BE,10/04/2017
160173785,1,BE,10/04/2017
160173786,1,BE,10/04/2017
160173787,1,BE,10/04/2017
160173788,1,BE,10/04/2017
160173789,1,BE,10/04/2017
160173790,1,BE,10/04/2017
160173791,1,BE,10/04/2017
160173792,1,BE,10/04/2017
160173793,1,BE,10/04/2017
160173794,1,BE,10/04/2017
160173795,1,BE,10/04/2017
160173796,1,BE,10/04/2017
160173797,1,BE,10/04/2017
160173798,1,BE,10/04/2017
160173799,1,BE,10/04/2017
160173800,1,BE,10/04/2017
160173801,1,BE,10/04/2017
160173802,1,BE,10/04/2017
160173803,1,BE,10/04/2017
160173804,1,BE,10/04/2017
160173805,1,BE,10/04/2017
160173806,1,BE,10/04/2017
160173807,1,BE,10/04/2017
160173808,1,BE,10/04/2017
160173809,1,BE,10/04/2017
160173810,1,BE,10/04/2017
160173811,1,BE,10/04/2017
160173812,1,BE,10/04/2017
160173813,1,BE,10/04/2017
160173814,1,BE,10/04/2017
160173815,1,BE,10/04/2017
160173816,1,BE,10/04/2017
160173817,1,BE,10/04/2017
160173818,1,BE,10/04/2017
160173819,1,BE,10/04/2017
160173820,1,BE,10/04/2017
160173821,1,BE,10/04/2017
160173822,1,BE,10/04/2017
160173823,1,BE,10/04/2017
160173824,1,BE,10/04/2017
160173825,1,BE,10/04/2017
160173826,1,BE,10/04/2017
160173827,1,BE,10/04/2017
160173828,1,BE,10/04/2017
160173829,1,BE,10/04/2017
160173830,1,BE,10/04/2017
160173831,1,BE,10/04/2017
160173832,1,BE,10/04/2017
160173833,1,BE,10/04/2017
160173834,1,BE,10/04/2017
160173835,1,BE,10/04/2017
160173836,1,BE,10/04/2017
160173837,1,BE,10/04/2017
160173838,1,BE,10/04/2017
160173839,1,BE,10/04/2017
160173840,1,BE,10/04/2017
160173841,1,BE,10/04/2017
160173842,1,BE,10/04/2017
160173843,1,BE,10/04/2017
160173844,1,BE,10/04/2017
160173845,1,BE,10/04/2017
160173846,1,BE,10/04/2017
160173847,1,BE,10/04/2017
160173848,1,BE,10/04/2017
160173849,1,BE,10/04/2017
160173850,1,BE,10/04/2017
160173851,1,BE,10/04/2017
160173852,1,BE,10/04/2017
160173853,1,BE,10/04/2017
160173854,1,BE,10/04/2017
160173855,1,BE,10/04/2017
160173856,1,BE,10/04/2017
160173857,1,BE,10/04/2017
160173858,1,BE,10/04/2017
160173859,1,BE,10/04/2017
160173860,1,BE,10/04/2017
160173861,1,BE,10/04/2017
160173862,1,BE,10/04/2017
160173863,1,BE,10/04/2017
160173864,1,BE,10/04/2017
160173865,1,BE,10/04/2017
160173866,1,BE,10/04/2017
160173867,1,BE,10/04/2017
160173868,1,BE,10/04/2017
160173869,1,BE,10/04/2017
160173870,1,BE,10/04/2017
160173871,1,BE,10/04/2017
160173872,1,BE,10/04/2017
160173873,1,BE,10/04/2017
160173874,1,BE,10/04/2017
160173875,1,BE,10/04/2017
160173876,1,BE,10/04/2017
160173877,1,BE,10/04/2017
160173878,1,BE,10/04/2017
160173879,1,BE,10/04/2017
160173880,1,BE,10/04/2017
160173881,1,BE,10/04/2017
160173882,1,BE,10/04/2017
160173883,1,BE,10/04/2017
160173884,1,BE,10/04/2017
160173885,1,BE,10/04/2017
160173886,1,BE,10/04/2017
160173887,1,BE,10/04/2017
160173888,1,BE,10/04/2017
160173889,1,BE,10/04/2017
160173890,1,BE,10/04/2017
160173891,1,BE,10/04/2017
160173892,1,BE,10/04/2017
160173893,1,BE,10/04/2017
160173894,1,BE,10/04/2017
160173895,1,BE,10/04/2017
160173896,1,BE,10/04/2017
160173897,1,BE,10/04/2017
160173898,1,BE,10/04/2017
160173899,1,BE,10/04/2017
160173900,1,BE,10/04/2017
160173901,1,BE,10/04/2017
160173902,1,BE,10/04/2017
160173903,1,BE,10/04/2017
160173904,1,BE,10/04/2017
160173905,1,BE,10/04/2017
160173906,1,BE,10/04/2017
160173907,1,BE,10/04/2017
160173908,1,BE,10/04/2017
160173909,1,BE,10/04/2017
160173910,1,BE,10/04/2017
160173911,1,BE,10/04/2017
160173912,1,BE,10/04/2017
160173913,1,BE,10/04/2017
160173914,1,BE,10/04/2017
160173915,1,BE,10/04/2017
160173916,1,BE,10/04/2017
160173917,1,BE,10/04/2017
160173918,1,BE,10/04/2017
160173919,1,BE,10/04/2017
160173920,1,BE,10/04/2017
160173921,1,BE,10/04/2017
160173922,1,BE,10/04/2017
160173923,1,BE,10/04/2017
160173924,1,BE,10/04/2017
160173925,1,BE,10/04/2017
160173926,1,BE,10/04/2017
160173927,1,BE,10/04/2017
160173928,1,BE,10/04/2017
160173929,1,BE,10/04/2017
160173930,1,BE,10/04/2017
160173931,1,BE,10/04/2017
160173932,1,BE,10/04/2017
160173933,1,BE,10/04/2017
160173934,1,BE,10/04/2017
160173935,1,BE,10/04/2017
160173936,1,BE,10/04/2017
160173937,1,BE,10/04/2017
160173938,1,BE,10/04/2017
160173939,1,BE,10/04/2017
160173940,1,BE,10/04/2017
160173941,1,BE,10/04/2017
160173942,1,BE,10/04/2017
160173943,1,BE,10/04/2017
160173944,1,BE,10/04/2017
160173945,1,BE,10/04/2017
160173946,1,BE,10/04/2017
160173947,1,BE,10/04/2017
160173948,1,BE,10/04/2017
160173949,1,BE,10/04/2017
160173950,1,BE,10/04/2017
160173951,1,BE,10/04/2017
160173952,1,BE,10/04/2017
160173953,1,BE,10/04/2017
160173954,1,BE,10/04/2017
160173955,1,BE,10/04/2017
160173956,1,BE,10/04/2017
160173957,1,BE,10/04/2017
160173958,1,BE,10/04/2017
160173959,1,BE,10/04/2017
160173960,1,BE,10/04/2017
160173961,1,BE,10/04/2017
160173962,1,BE,10/04/2017
160173963,1,BE,10/04/2017
160173964,1,BE,10/04/2017
160173965,1,BE,10/04/2017
160173966,1,BE,10/04/2017
160173967,1,BE,10/04/2017
160173968,1,BE,10/04/2017
160173969,1,BE,10/04/2017
160173970,1,BE,10/04/2017
160173971,1,BE,10/04/2017
160173972,1,BE,10/04/2017
160173973,1,BE,10/04/2017
160173974,1,BE,10/04/2017
160173975,1,BE,10/04/2017
160173976,1,BE,10/04/2017
160173977,1,BE,10/04/2017
160173978,1,BE,10/04/2017
160173979,1,BE,10/04/2017
160173980,1,BE,10/04/2017
160173981,1,BE,10/04/2017
160173982,1,BE,10/04/2017
160173983,1,BE,10/04/2017
160173984,1,BE,10/04/2017
160173985,1,BE,10/04/2017
160173986,1,BE,10/04/2017
160173987,1,BE,10/04/2017
160173988,1,BE,10/04/2017
160173989,1,BE,10/04/2017
160173990,1,BE,10/04/2017
160173991,1,BE,10/04/2017
160173992,1,BE,10/04/2017
160173993,1,BE,10/04/2017
160173994,1,BE,10/04/2017
160173995,1,BE,10/04/2017
160173996,1,BE,10/04/2017
160173997,1,BE,10/04/2017
160173998,1,BE,10/04/2017
160173999,1,BE,10/04/2017
160174000,1,BE,10/04/2017
171348916,3,BE,07/23/2020
171348917,3,BE,07/23/2020
171348918,3,BE,07/23/2020
171348919,3,BE,07/23/2020
171348920,3,BE,07/07/2020
171348923,3,BE,07/07/2020
171348924,3,BE,07/07/2020
171348925,3,BE,07/07/2020
171348926,3,BE,07/07/2020
171348927,3,BE,07/07/2020
171348928,3,BE,07/07/2020
171348929,3,BE,07/07/2020
171348930,3,BE,07/07/2020
171348931,3,BE,07/07/2020
171348932,3,BE,07/07/2020
171348933,3,BE,07/07/2020
171348934,3,BE,07/07/2020
171348935,3,BE,07/07/2020
171348936,3,BE,07/07/2020
171348937,3,BE,07/07/2020
171348938,3,BE,08/16/2011
171348939,3,BE,08/16/2011
171348940,3,BE,08/16/2011
171348941,3,BE,08/16/2011
171348942,3,BE,08/16/2011
171348943,3,BE,08/16/2011
171348944,3,BE,08/16/2011
171348945,3,BE,08/16/2011
171348946,3,BE,08/16/2011
171348947,3,BE,08/16/2011
171348948,3,BE,08/16/2011
171348949,3,BE,08/16/2011
171348950,3,BE,07/07/2020
171348951,3,BE,07/07/2020
171348952,3,BE,07/07/2020
171348953,3,BE,07/07/2020
171348954,3,BE,07/07/2020
171348955,3,BE,07/07/2020
171348956,3,BE,07/07/2020
171348957,3,BE,07/07/2020
171348958,3,BE,07/07/2020
171348959,3,BE,07/07/2020
171348960,3,BE,07/07/2020
171348961,3,BE,07/07/2020
171348962,3,BE,07/07/2020
171348963,3,BE,07/07/2020
171348964,3,BE,07/07/2020
171348965,3,BE,07/07/2020
171348966,3,BE,07/07/2020
171348967,3,BE,07/07/2020
171348968,3,BE,07/07/2020
171348969,3,BE,07/07/2020
171348970,3,BE,07/07/2020
171348971,3,BE,07/07/2020
171348972,3,BE,07/07/2020
171348973,3,BE,07/07/2020
171348974,3,BE,07/07/2020
171348975,3,BE,07/07/2020
171348976,3,BE,07/07/2020
171348977,3,BE,07/07/2020
171348978,3,BE,07/07/2020
171348979,3,BE,07/07/2020
171348980,3,BE,07/07/2020
171348981,3,BE,07/07/2020
171348982,3,BE,07/07/2020
171348983,3,BE,07/07/2020
171348984,3,BE,07/07/2020
171348985,3,BE,07/07/2020
171348986,3,BE,07/07/2020
171348987,3,BE,07/07/2020
171348988,3,BE,07/07/2020
171348989,3,BE,07/07/2020
171348990,3,BE,07/07/2020
171348991,3,BE,07/07/2020
171348992,3,BE,07/07/2020
171348993,3,BE,07/07/2020
171348994,3,BE,07/07/2020
171348995,3,BE,07/07/2020
171348996,3,BE,07/07/2020
171348997,3,BE,08/16/2011
171348998,3,BE,07/07/2020
171348999,3,BE,08/16/2011
187350101,3,BE,04/19/2022
187350102,3,BE,04/19/2022
187350103,3,BE,04/19/2022
187350104,3,BE,04/19/2022
187350105,3,BE,04/19/2022
187350106,3,BE,04/19/2022
187350107,3,BE,04/19/2022
187350108,3,BE,04/19/2022
187350109,3,BE,04/19/2022
187350110,3,BE,04/19/2022
187350111,3,BE,04/19/2022
187350112,3,BE,04/19/2022
187350113,3,BE,04/19/2022
187350114,3,BE,04/19/2022
187350115,3,BE,04/19/2022
187350126,3,BE,04/19/2022
187350127,3,BE,04/19/2022
187350128,3,BE,04/19/2022
187350129,3,BE,04/19/2022
187350130,3,BE,04/19/2022
187350131,3,BE,04/19/2022
187350132,3,BE,04/19/2022
187350133,3,BE,04/19/2022
187350134,3,BE,04/19/2022
187350135,3,BE,04/19/2022
187350136,3,BE,04/19/2022
187350137,3,BE,04/19/2022
187350138,3,BE,04/19/2022
187350139,3,BE,04/19/2022
187350140,3,BE,04/19/2022
187350141,3,BE,04/19/2022
187350142,3,BE,04/19/2022
187350143,3,BE,04/19/2022
187350144,3,BE,04/19/2022
